"activity_id","student_id","date","type","note"
2601104,1104,"2010-11-05T09:45:51-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Esse enim quam vellet iniquus iustus poterat inpune. Sed nonne merninisti licere mihi ista probare, quae sunt a te dicta? Quaero igitur, quo modo hae tantae commendationes a natura profectae subito a sapientia relictae sint. Sed quod proximum fuit non vidit. Duo Reges: constructio interrete. Qui autem esse poteris, nisi te amor ipse ceperit? Qua igitur re ab deo vincitur, si aeternitate non vincitur? Magna laus. </p>"
2613793,3793,"2010-01-23T05:37:37-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tu enim ista lenius, hic Stoicorum more nos vexat. Quo studio cum satiari non possint, omnium ceterarum rerum obliti níhil abiectum, nihil humile cogitant; Duo Reges: constructio interrete. Tum Piso: Atqui, Cicero, inquit, ista studia, si ad imitandos summos viros spectant, ingeniosorum sunt; Saepe ab Aristotele, a Theophrasto mirabiliter est laudata per se ipsa rerum scientia; Quid, cum fictas fabulas, e quibus utilitas nulla elici potest, cum voluptate legimus? Sed haec quidem liberius ab eo dicuntur et saepius. Si longus, levis. Dolere malum est: in crucem qui agitur, beatus esse non potest. Quod eo liquidius faciet, si perspexerit rerum inter eas verborumne sit controversia. Quid in isto egregio tuo officio et tanta fide-sic enim existimo-ad corpus refers? </p>"
2623793,3793,"2011-08-25T05:47:00-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cuius similitudine perspecta in formarum specie ac dignitate transitum est ad honestatem dictorum atque factorum. Potius ergo illa dicantur: turpe esse, viri non esse debilitari dolore, frangi, succumbere. Estne, quaeso, inquam, sitienti in bibendo voluptas? Atque etiam valítudinem, vires, vacuitatem doloris non propter utilitatem solum, sed etiam ipsas propter se expetemus. </p>"
2633793,3793,"2010-09-05T15:43:23-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed tu, ut dignum est tua erga me et philosophiam voluntate ab adolescentulo suscepta, fac ut Metrodori tueare liberos. Duo Reges: constructio interrete. Utilitatis causa amicitia est quaesita. </p>"
2643793,3793,"2010-08-03T15:35:14-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Obsecro, inquit, Torquate, haec dicit Epicurus? Minime vero probatur huic disciplinae, de qua loquor, aut iustitiam aut amicitiam propter utilitates adscisci aut probari. Ego quoque, inquit, didicerim libentius si quid attuleris, quam te reprehenderim. Luxuriam non reprehendit, modo sit vacua infinita cupiditate et timore. Nulla erit controversia. Duo Reges: constructio interrete. Non enim, si omnia non sequebatur, idcirco non erat ortus illinc. Numquam audivi in Epicuri schola Lycurgum, Solonem, Miltiadem, Themistoclem, Epaminondam nominari, qui in ore sunt ceterorum omnium philosophorum. </p>"
2653793,3793,"2011-10-08T07:45:12-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quam similitudinem videmus in bestiis, quae primo, in quo loco natae sunt, ex eo se non commoventi deinde suo quaeque appetitu movetur. Cuius similitudine perspecta in formarum specie ac dignitate transitum est ad honestatem dictorum atque factorum. Scripsit enim et multis saepe verbis et breviter arteque in eo libro, quem modo nominavi, mortem nihil ad nos pertinere. Etsi qui potest intellegi aut cogitari esse aliquod animal, quod se oderit? Consequentia exquirere, quoad sit id, quod volumus, effectum. Quae cum praeponunt, ut sit aliqua rerum selectio, naturam videntur sequi; Si ista mala sunt, in quae potest incidere sapiens, sapientem esse non esse ad beate vivendum satis. Duo Reges: constructio interrete. Non prorsus, inquit, omnisque, qui sine dolore sint, in voluptate, et ea quidem summa, esse dico. Tum Lucius: Mihi vero ista valde probata sunt, quod item fratri puto. </p>"
2664914,4914,"2011-09-16T03:58:35-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quantam rem agas, ut Circeis qui habitet totum hunc mundum suum municipium esse existimet? Deinde prima illa, quae in congressu solemus: Quid tu, inquit, huc? Ut proverbia non nulla veriora sint quam vestra dogmata. Duo Reges: constructio interrete. Graece donan, Latine voluptatem vocant. Videmusne ut pueri ne verberibus quidem a contemplandis rebus perquirendisque deterreantur? Sin autem eos non probabat, quid attinuit cum iis, quibuscum re concinebat, verbis discrepare? Quaero igitur, quo modo hae tantae commendationes a natura profectae subito a sapientia relictae sint. </p>"
2674914,4914,"2011-07-18T17:43:04-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quod enim vituperabile est per se ipsum, id eo ipso vitium nominatum puto, vel etiam a vitio dictum vituperari. Illo enim addito iuste fit recte factum, per se autem hoc ipsum reddere in officio ponitur. Itaque et manendi in vita et migrandi ratio omnis iis rebus, quas supra dixi, metienda. Memini vero, inquam; Duo Reges: constructio interrete. Quid, si non modo utilitatem tibi nullam afferet, sed iacturae rei familiaris erunt faciendae, labores suscipiendi, adeundum vitae periculum? Sed dum efficere vultis beatum sapientem, cum maximas animo voluptates percipiat omnibusque partibus maiores quam corpore, quid occurrat non videtis. Inquit, respondet: Quia, nisi quod honestum est, nullum est aliud bonum! Non quaero iam verumne sit; Utrum igitur tibi litteram videor an totas paginas commovere? Nos commodius agimus. Omnis sermo elegans sumi potest, tum varietas est tanta artium, ut nemo sine eo instrumento ad ullam rem illustriorem satis ornatus possit accedere. </p>"
2684914,4914,"2011-09-15T01:40:36-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Immo vero, inquit, ad beatissime vivendum parum est, ad beate vero satis. Laelius clamores sofòw ille so lebat Edere compellans gumias ex ordine nostros. Vidit Homerus probari fabulam non posse, si cantiunculis tantus irretitus vir teneretur; Duo Reges: constructio interrete. Inscite autem medicinae et gubernationis ultimum cum ultimo sapientiae comparatur. Portenta haec esse dicit, neque ea ratione ullo modo posse vivi; </p>"
2694914,4914,"2010-02-05T23:57:49-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ita prorsus, inquam; Etenim nec iustitia nec amicitia esse omnino poterunt, nisi ipsae per se expetuntur. Si sapiens, ne tum quidem miser, cum ab Oroete, praetore Darei, in crucem actus est. Iam enim adesse poterit. Unum nescio, quo modo possit, si luxuriosus sit, finitas cupiditates habere. Quasi vero, inquit, perpetua oratio rhetorum solum, non etiam philosophorum sit. </p>"
2704914,4914,"2010-11-27T09:53:00-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Estne, quaeso, inquam, sitienti in bibendo voluptas? Quis suae urbis conservatorem Codrum, quis Erechthei filias non maxime laudat? Claudii libidini, qui tum erat summo ne imperio, dederetur. Illa sunt similia: hebes acies est cuipiam oculorum, corpore alius senescit; Nonne videmus quanta perturbatio rerum omnium consequatur, quanta confusio? Si quidem, inquit, tollerem, sed relinquo. </p>"
2715336,5336,"2011-11-08T12:01:23-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tertium autem omnibus aut maximis rebus iis, quae secundum naturam sint, fruentem vivere. Cur id non ita fit? Aliis esse maiora, illud dubium, ad id, quod summum bonum dicitis, ecquaenam possit fieri accessio. Etenim semper illud extra est, quod arte comprehenditur. Haec para/doca illi, nos admirabilia dicamus. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. Duo Reges: constructio interrete. Quod cum ita sit, perspicuum est omnis rectas res atque laudabilis eo referri, ut cum voluptate vivatur. Tenesne igitur, inquam, Hieronymus Rhodius quid dicat esse summum bonum, quo putet omnia referri oportere? Nihil minus, contraque illa hereditate dives ob eamque rem laetus. </p>"
2725336,5336,"2010-12-26T20:14:52-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Virtutis, magnitudinis animi, patientiae, fortitudinis fomentis dolor mitigari solet. Tu vero, inquam, ducas licet, si sequetur; Bonum incolumis acies: misera caecitas. Sed utrum hortandus es nobis, Luci, inquit, an etiam tua sponte propensus es? Si stante, hoc natura videlicet vult, salvam esse se, quod concedimus; Duo Reges: constructio interrete. Epicurus autem cum in prima commendatione voluptatem dixisset, si eam, quam Aristippus, idem tenere debuit ultimum bonorum, quod ille; Tamen aberramus a proposito, et, ne longius, prorsus, inquam, Piso, si ista mala sunt, placet. Cur tantas regiones barbarorum pedibus obiit, tot maria transmisit? </p>"
2735336,5336,"2011-04-14T10:30:01-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Satisne igitur videor vim verborum tenere, an sum etiam nunc vel Graece loqui vel Latine docendus? Amicitiae vero locus ubi esse potest aut quis amicus esse cuiquam, quem non ipsum amet propter ipsum? At ille non pertimuit saneque fidenter: Istis quidem ipsis verbis, inquit; Vide, quaeso, rectumne sit. Habent enim et bene longam et satis litigiosam disputationem. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et voluptates repudiandae sint et molestiae non recusandae. Duo Reges: constructio interrete. Nobis Heracleotes ille Dionysius flagitiose descivisse videtur a Stoicis propter oculorum dolorem. </p>"
2745336,5336,"2011-03-06T01:05:52-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Alterum autem genus est magnarum verarumque virtutum, quas appellamus voluntarias, ut prudentiam, temperantiam, fortitudinem, iustitiam et reliquas eiusdem generis. Traditur, inquit, ab Epicuro ratio neglegendi doloris. Innumerabilia dici possunt in hanc sententiam, sed non necesse est. An me, inquam, nisi te audire vellem, censes haec dicturum fuisse? Non potes ergo ista tueri, Torquate, mihi crede, si te ipse et tuas cogitationes et studia perspexeris; Ut enim consuetudo loquitur, id solum dicitur honestum, quod est populari fama gloriosum. Duo Reges: constructio interrete. Sin autem eos non probabat, quid attinuit cum iis, quibuscum re concinebat, verbis discrepare? Sed vos squalidius, illorum vides quam niteat oratio. Idemne potest esse dies saepius, qui semel fuit? Non quaero, quid dicat, sed quid convenienter possit rationi et sententiae suae dicere. </p>"
2755336,5336,"2010-08-26T17:25:38-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quas enim kakaw Graeci appellant, vitia malo quam malitias nominare. Iam illud quale tandem est, bona praeterita non effluere sapienti, mala meminisse non oportere? Non minor, inquit, voluptas percipitur ex vilissimis rebus quam ex pretiosissimis. Igitur neque stultorum quisquam beatus neque sapientium non beatus. Ita fit beatae vitae domina fortuna, quam Epicurus ait exiguam intervenire sapienti. Ut nemo dubitet, eorum omnia officia quo spectare, quid sequi, quid fugere debeant? </p>"
2764841,4841,"2010-07-29T05:55:25-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam illud vehementer repugnat, eundem beatum esse et multis malis oppressum. Qui autem diffidet perpetuitati bonorum suorum, timeat necesse est, ne aliquando amissis illis sit miser. Pudebit te, inquam, illius tabulae, quam Cleanthes sane commode verbis depingere solebat. Sed non alienum est, quo facilius vis verbi intellegatur, rationem huius verbi faciendi Zenonis exponere. Duo Reges: constructio interrete. Cupit enim dícere nihil posse ad beatam vitam deesse sapienti. </p>"
2774841,4841,"2011-04-07T06:51:06-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Videsne quam sit magna dissensio? Ex eorum enim scriptis et institutis cum omnis doctrina liberalis, omnis historia. Si autem id non concedatur, non continuo vita beata tollitur. Quos nisi redarguimus, omnis virtus, omne decus, omnis vera laus deserenda est. Obscura, inquit, quaedam esse confiteor, nec tamen ab illis ita dicuntur de industria, sed inest in rebus ipsis obscuritas. Nunc omni virtuti vitium contrario nomine opponitur. Ut pompa, ludis atque eius modi spectaculis teneantur ob eamque rem vel famem et sitim perferant? Te ipsum, dignissimum maioribus tuis, voluptasne induxit, ut adolescentulus eriperes P. Duo Reges: constructio interrete. Cuius ad naturam apta ratio vera illa et summa lex a philosophis dicitur. Itaque e contrario moderati aequabilesque habitus, affectiones ususque corporis apti esse ad naturam videntur. </p>"
2784841,4841,"2010-10-19T22:15:32-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae quidem res efficit, ne necesse sit isdem de rebus semper quasi dictata decantare neque a commentariolis suis discedere. Videmusne ut pueri ne verberibus quidem a contemplandis rebus perquirendisque deterreantur? Quod autem meum munus dicis non equidem recuso, sed te adiungo socium. Non pugnem cum homine, cur tantum habeat in natura boni; Duo Reges: constructio interrete. Hinc ceteri particulas arripere conati suam quisque videro voluit afferre sententiam. Nec vero alia sunt quaerenda contra Carneadeam illam sententiam. Videsne ut, quibus summa est in voluptate, perspicuum sit quid iis faciendum sit aut non faciendum? </p>"
2794841,4841,"2010-08-23T20:16:39-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae hic rei publicae vulnera inponebat, eadem ille sanabat. Praeclare enim Plato: Beatum, cui etiam in senectute contigerit, ut sapientiam verasque opiniones assequi possit. Beatus autem esse in maximarum rerum timore nemo potest. Qui ita affectus, beatum esse numquam probabis; Duo Reges: constructio interrete. Semovenda est igitur voluptas, non solum ut recta sequamini, sed etiam ut loqui deceat frugaliter. Ego vero isti, inquam, permitto. Itaque sensibus rationem adiunxit et ratione effecta sensus non reliquit. </p>"
2804841,4841,"2010-05-06T21:16:39-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Illis videtur, qui illud non dubitant bonum dicere -; Idemque diviserunt naturam hominis in animum et corpus. Quae sequuntur igitur? Cur tantas regiones barbarorum pedibus obiit, tot maria transmisit? Quantam rem agas, ut Circeis qui habitet totum hunc mundum suum municipium esse existimet? Mene ergo et Triarium dignos existimas, apud quos turpiter loquare? Et nunc quidem quod eam tuetur, ut de vite potissimum loquar, est id extrinsecus; Dolor ergo, id est summum malum, metuetur semper, etiamsi non aderit; Duo Reges: constructio interrete. Quem si tenueris, non modo meum Ciceronem, sed etiam me ipsum abducas licebit. Post enim Chrysippum eum non sane est disputatum. Atque hoc loco similitudines eas, quibus illi uti solent, dissimillimas proferebas. Ita ceterorum sententiis semotis relinquitur non mihi cum Torquato, sed virtuti cum voluptate certatio. In omni enim animante est summum aliquid atque optimum, ut in equis, in canibus, quibus tamen et dolore vacare opus est et valere; </p>"
2817846,7846,"2011-08-10T15:23:34-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mene ergo et Triarium dignos existimas, apud quos turpiter loquare? Qui potest igitur habitare in beata vita summi mali metus? Quae hic rei publicae vulnera inponebat, eadem ille sanabat. Eadem fortitudinis ratio reperietur. Sed isti ipsi, qui voluptate et dolore omnia metiuntur, nonne clamant sapienti plus semper adesse quod velit quam quod nolit? Itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; </p>"
2827846,7846,"2011-01-25T03:04:14-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ex quo intellegitur idem illud, solum bonum esse, quod honestum sit, idque esse beate vivere: honeste, id est cum virtute, vivere. Sed venio ad inconstantiae crimen, ne saepius dicas me aberrare; Duo Reges: constructio interrete. Ratio ista, quam defendis, praecepta, quae didicisti, quae probas, funditus evertunt amicitiam, quamvis eam Epicurus, ut facit, in caelum efferat laudibus. Age nunc isti doceant, vel tu potius quis enim ista melius? Isto modo, ne si avia quidem eius nata non esset. Ut nemo dubitet, eorum omnia officia quo spectare, quid sequi, quid fugere debeant? Bonum negas esse divitias, praeposìtum esse dicis? </p>"
2837846,7846,"2011-01-24T16:21:01-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ex quo intellegitur officium medium quiddam esse, quod neque in bonis ponatur neque in contrariis. Deque his rebus satis multa in nostris de re publica libris sunt dicta a Laelio. Nam prius a se poterit quisque discedere quam appetitum earum rerum, quae sibi conducant, amittere. Sin aliud quid voles, postea. Duo Reges: constructio interrete. An dolor longissimus quisque miserrimus, voluptatem non optabiliorem diuturnitas facit? Itaque et manendi in vita et migrandi ratio omnis iis rebus, quas supra dixi, metienda. Cur tantas regiones barbarorum pedibus obiit, tot maria transmisit? </p>"
2847846,7846,"2011-07-18T21:04:14-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Multa sunt dicta ab antiquis de contemnendis ac despiciendis rebus humanis; Etsi ea quidem, quae adhuc dixisti, quamvis ad aetatem recte isto modo dicerentur. Duo Reges: constructio interrete. Confecta res esset. Itaque nostrum est-quod nostrum dico, artis est-ad ea principia, quae accepimus. Post enim Chrysippum eum non sane est disputatum. Hoc est non modo cor non habere, sed ne palatum quidem. Sed vobis voluptatum perceptarum recordatio vitam beatam facit, et quidem corpore perceptarum. Quasi ego id curem, quid ille aiat aut neget. </p>"
2857846,7846,"2010-12-31T05:27:46-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quod autem meum munus dicis non equidem recuso, sed te adiungo socium. Uterque enim summo bono fruitur, id est voluptate. Nam si propter voluptatem, quae est ista laus, quae possit e macello peti? Quia voluptatem hanc esse sentiunt omnes, quam sensus accipiens movetur et iucunditate quadam perfunditur. Vide, ne etiam menses! nisi forte eum dicis, qui, simul atque arripuit, interficit. Atqui perspicuum est hominem e corpore animoque constare, cum primae sint animi partes, secundae corporis. Atqui perspicuum est hominem e corpore animoque constare, cum primae sint animi partes, secundae corporis. Duo Reges: constructio interrete. Te ipsum, dignissimum maioribus tuis, voluptasne induxit, ut adolescentulus eriperes P. Hic quoque suus est de summoque bono dissentiens dici vere Peripateticus non potest. Nihil opus est exemplis hoc facere longius. </p>"
2862043,2043,"2011-07-28T13:23:11-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut necesse sit omnium rerum, quae natura vigeant, similem esse finem, non eundem. Hoc Hieronymus summum bonum esse dixit. Duo Reges: constructio interrete. A quibus propter discendi cupiditatem videmus ultimas terras esse peragratas. Hic ego: Etsi facit hic quidem, inquam, Piso, ut vides, ea, quae praecipis, tamen mihi grata hortatio tua est. Ex quo intellegitur officium medium quiddam esse, quod neque in bonis ponatur neque in contrariis. Is enim percontando atque interrogando elicere solebat eorum opiniones, quibuscum disserebat, ut ad ea, quae ii respondissent, si quid videretur, diceret. Idemne, quod iucunde? Quem Tiberina descensio festo illo die tanto gaudio affecit, quanto L. Quare hoc videndum est, possitne nobis hoc ratio philosophorum dare. Qua ex cognitione facilior facta est investigatio rerum occultissimarum. Quid, si non sensus modo ei sit datus, verum etiam animus hominis? </p>"
2872043,2043,"2010-12-29T21:05:41-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae qui non vident, nihil umquam magnum ac cognitione dignum amaverunt. Ab his oratores, ab his imperatores ac rerum publicarum principes extiterunt. Duo Reges: constructio interrete. Non est ista, inquam, Piso, magna dissensio. Haec qui audierit, ut ridere non curet, discedet tamen nihilo firmior ad dolorem ferendum, quam venerat. Sed haec ab Antiocho, familiari nostro, dicuntur multo melius et fortius, quam a Stasea dicebantur. Ut pompa, ludis atque eius modi spectaculis teneantur ob eamque rem vel famem et sitim perferant? Si stante, hoc natura videlicet vult, salvam esse se, quod concedimus; Mihi enim satis est, ipsis non satis. Satis est tibi in te, satis in legibus, satis in mediocribus amicitiis praesidii. </p>"
2882043,2043,"2010-01-20T23:25:17-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae si potest singula consolando levare, universa quo modo sustinebit? Quid interest, nisi quod ego res notas notis verbis appello, illi nomina nova quaerunt, quibus idem dicant? Non autem hoc: igitur ne illud quidem. An eum discere ea mavis, quae cum plane perdidiceriti nihil sciat? Sic enim maiores nostri labores non fugiendos tristissimo tamen verbo aerumnas etiam in deo nominaverunt. Eam si varietatem diceres, intellegerem, ut etiam non dicente te intellego; Profectus in exilium Tubulus statim nec respondere ausus; Et quidem iure fortasse, sed tamen non gravissimum est testimonium multitudinis. Quodsi vultum tibi, si incessum fingeres, quo gravior viderere, non esses tui similis; </p>"
2892043,2043,"2011-06-28T09:18:11-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid ergo attinet dicere: Nihil haberem, quod reprehenderem, si finitas cupiditates haberent? Hoc dixerit potius Ennius: Nimium boni est, cui nihil est mali. Praeterea sublata cognitione et scientia tollitur omnis ratio et vitae degendae et rerum gerendarum. Hac videlicet ratione, quod ea, quae externa sunt, iis tuemur officiis, quae oriuntur a suo cuiusque genere virtutis. Sin tantum modo ad indicia veteris memoriae cognoscenda, curiosorum. Duo Reges: constructio interrete. Ad eas enim res ab Epicuro praecepta dantur. Is ita vivebat, ut nulla tam exquisita posset inveniri voluptas, qua non abundaret. </p>"
2902043,2043,"2011-07-01T20:57:29-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Qui autem de summo bono dissentit de tota philosophiae ratione dissentit. Quis tibi ergo istud dabit praeter Pyrrhonem, Aristonem eorumve similes, quos tu non probas? Hoc est dicere: Non reprehenderem asotos, si non essent asoti. Duo Reges: constructio interrete. Tum ille: Tu autem cum ipse tantum librorum habeas, quos hic tandem requiris? A mene tu? Videamus animi partes, quarum est conspectus illustrior; Incommoda autem et commoda-ita enim estmata et dustmata appello-communia esse voluerunt, paria noluerunt. Apud imperitos tum illa dicta sunt, aliquid etiam coronae datum; Nec vero sum nescius esse utilitatem in historia, non modo voluptatem. </p>"
2912494,2494,"2011-07-04T16:51:48-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut necesse sit omnium rerum, quae natura vigeant, similem esse finem, non eundem. Hominum non spinas vellentium, ut Stoici, nec ossa nudantium, sed eorum, qui grandia ornate vellent, enucleate minora dicere. Ita relinquet duas, de quibus etiam atque etiam consideret. Nec vero sum nescius esse utilitatem in historia, non modo voluptatem. Sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. Duo Reges: constructio interrete. Huic mori optimum esse propter desperationem sapientiae, illi propter spem vivere. Sed potestne rerum maior esse dissensio? </p>"
2922494,2494,"2010-11-23T17:44:21-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Verum enim diceret, idque Socratem, qui voluptatem nullo loco numerat, audio dicentem, cibi condimentum esse famem, potionis sitim. Nunc ita separantur, ut disiuncta sint, quo nihil potest esse perversius. Tamen aberramus a proposito, et, ne longius, prorsus, inquam, Piso, si ista mala sunt, placet. Nunc reliqua videamus, nisi aut ad haec, Cato, dicere aliquid vis aut nos iam longiores sumus. Inde sermone vario sex illa a Dipylo stadia confecimus. </p>"
2932494,2494,"2011-11-07T13:20:24-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut etiam contendant et elaborent, si efficere possint, ut aut non appareat corporis vitium aut quam minimum appareat? Nam et complectitur verbis, quod vult, et dicit plane, quod intellegam; Utrum igitur tibi non placet, inquit, virtutisne tantam esse vim, ut ad beate vivendum se ipsa contenta sit? Nos grave certamen belli clademque tenemus, Graecia quam Troiae divino numine vexit, Omniaque e latis rerum vestigia terris. Duo Reges: constructio interrete. O magnam vim ingenii causamque iustam, cur nova existeret disciplina! Perge porro. Ego vero isti, inquam, permitto. Hoc enim identidem dicitis, non intellegere nos quam dicatis voluptatem. Quis animo aequo videt eum, quem inpure ac flagitiose putet vivere? Quo plebiscito decreta a senatu est consuli quaestio Cn. Incommoda autem et commoda-ita enim estmata et dustmata appello-communia esse voluerunt, paria noluerunt. Hoc est dicere: Non reprehenderem asotos, si non essent asoti. </p>"
2942494,2494,"2010-03-23T17:41:12-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ita finis bonorum existit secundum naturam vivere sic affectum, ut optime is affici possit ad naturamque accommodatissime. At modo dixeras nihil in istis rebus esse, quod interesset. Cur tantas regiones barbarorum pedibus obiit, tot maria transmisit? Atque hoc loco similitudines eas, quibus illi uti solent, dissimillimas proferebas. Ut enim consuetudo loquitur, id solum dicitur honestum, quod est populari fama gloriosum. Duo Reges: constructio interrete. Quod, inquit, quamquam voluptatibus quibusdam est saepe iucundius, tamen expetitur propter voluptatem. Facit enim ille duo seiuncta ultima bonorum, quae ut essent vera, coniungi debuerunt; Illud quaero, quid ei, qui in voluptate summum bonum ponat, consentaneum sit dicere. Num igitur dubium est, quin, si in re ipsa nihil peccatur a superioribus, verbis illi commodius utantur? </p>"
2952494,2494,"2011-04-16T12:02:13-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam si amitti vita beata potest, beata esse non potest. Hoc est non modo cor non habere, sed ne palatum quidem. Cum id fugiunt, re eadem defendunt, quae Peripatetici, verba. Sit ista in Graecorum levitate perversitas, qui maledictis insectantur eos, a quibus de veritate dissentiunt. Hanc ergo intuens debet institutum illud quasi signum absolvere. Ad corpus diceres pertinere-, sed ea, quae dixi, ad corpusne refers? Illud quaero, quid ei, qui in voluptate summum bonum ponat, consentaneum sit dicere. Duo Reges: constructio interrete. Et harum quidem rerum facilis est et expedita distinctio. Deinde qui fit, ut ego nesciam, sciant omnes, quicumque Epicurei esse voluerunt? </p>"
2966831,6831,"2011-06-20T10:27:19-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. At negat Epicurus-hoc enim vestrum lumen estquemquam, qui honeste non vivat, iucunde posse vivere. Quis, quaeso, inquit, est, qui quid sit voluptas nesciat, aut qui, quo magis id intellegat, definitionem aliquam desideret? Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Num igitur eum postea censes anxio animo aut sollicito fuisse? Ad eas enim res ab Epicuro praecepta dantur. Haec non erant eius, qui innumerabilis mundos infinitasque regiones, quarum nulla esset ora, nulla extremitas, mente peragravisset. </p>"
2976831,6831,"2010-08-27T19:41:27-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Non est ista, inquam, Piso, magna dissensio. Graecis hoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor; Isto modo, ne si avia quidem eius nata non esset. Nonne videmus quanta perturbatio rerum omnium consequatur, quanta confusio? Quid, si reviviscant Platonis illi et deinceps qui eorum auditores fuerunt, et tecum ita loquantur? Duo Reges: constructio interrete. Itaque et manendi in vita et migrandi ratio omnis iis rebus, quas supra dixi, metienda. Inquit, an parum disserui non verbis Stoicos a Peripateticis, sed universa re et tota sententia dissidere? </p>"
2986831,6831,"2011-09-24T22:12:38-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ne amores quidem sanctos a sapiente alienos esse arbitrantur. Deinde, ubi erubuit-vis enim est permagna naturae-, confugit illuc, ut neget accedere quicquam posse ad voluptatem nihil dolentis. Duo Reges: constructio interrete. </p>"
2996831,6831,"2010-11-07T10:54:49-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Eaedem res maneant alio modo. Non igitur de improbo, sed de callido improbo quaerimus, qualis Q. Cur igitur, inquam, res tam dissimiles eodem nomine appellas? Duo Reges: constructio interrete. Tamen aberramus a proposito, et, ne longius, prorsus, inquam, Piso, si ista mala sunt, placet. Sit, inquam, tam facilis, quam vultis, comparatio voluptatis, quid de dolore dicemus? Quo plebiscito decreta a senatu est consuli quaestio Cn. Sed nonne merninisti licere mihi ista probare, quae sunt a te dicta? </p>"
3006831,6831,"2011-08-10T16:31:53-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Istic sum, inquit. Nunc vero a primo quidem mirabiliter occulta natura est nec perspici nec cognosci potest. Ab his oratores, ab his imperatores ac rerum publicarum principes extiterunt. Tenesne igitur, inquam, Hieronymus Rhodius quid dicat esse summum bonum, quo putet omnia referri oportere? Duo Reges: constructio interrete. Utram tandem linguam nescio? Tertium autem omnibus aut maximis rebus iis, quae secundum naturam sint, fruentem vivere. Nemo igitur esse beatus potest. </p>"
